group,pair_id,left_index,right_index,left_identity,right_identity,pca_distance_score,logistic_regression_score,linear_svm_score,rbf_svm_score,pca_distance_accepted,logistic_regression_accepted,linear_svm_accepted,rbf_svm_accepted
ordinary,223,193,361,20,37,-21.279702585943998,-0.004439147751574728,-0.03163471877379831,-0.006119162581466895,0,0,0,0
ordinary,224,37,363,4,37,-18.561513872478415,-0.01848013527056308,-0.06038390102480878,-0.011048956253273713,0,0,0,0
ordinary,225,361,378,37,38,-22.052382283299096,-0.019307542347316704,-0.06126090150372067,-0.010983669268881273,0,0,0,0
ordinary,226,33,370,4,38,-16.269859913319827,-0.018215228944592102,-0.059304417198301804,-0.010649807801035041,0,0,0,0
ordinary,227,201,362,21,37,-20.505049194011907,-0.013868448261621844,-0.05036590572552404,-0.009175001661755985,0,0,0,0
ordinary,228,84,366,9,37,-19.277862729957675,-0.000748941103687416,-0.023928236004853453,-0.004839696805196654,0,0,0,0
ordinary,229,274,374,28,38,-20.575174971319274,-0.018708557985302306,-0.060416693991558613,-0.010980778401989067,0,0,0,0
ordinary,230,193,365,20,37,-20.913576882731366,-0.005356733068544156,-0.03350512145051553,-0.006408620028783474,0,0,0,0
ordinary,231,35,378,4,38,-14.08517732560321,0.005343004760259906,-0.010985515701693755,-0.0019969733091239356,0,0,0,0
ordinary,232,81,270,9,28,-20.912975789541836,-0.019786928757570918,-0.06306684985796036,-0.01158225492412883,0,0,0,0
ordinary,233,162,208,17,21,-14.327533282713738,0.017656897311337152,0.013873674426476551,0.002011999529416322,0,0,0,0
ordinary,234,30,276,4,28,-16.559575827062364,-0.0024322653462672127,-0.02767311989966092,-0.005438463063389813,0,0,0,0
ordinary,235,34,207,4,21,-17.27050969566074,-0.004916362936766123,-0.0318665483338336,-0.005703324194618453,0,0,0,0
ordinary,236,204,279,21,28,-21.449317065299056,-0.008231151669387524,-0.039055141017874245,-0.0072939793029357805,0,0,0,0
ordinary,237,164,375,17,38,-21.51355866702014,-0.03654498431487864,-0.0962978592852774,-0.016991502180458383,0,0,0,0
ordinary,238,362,376,37,38,-20.902604378819433,-0.022764722233955634,-0.06870579909015945,-0.012364217103409292,0,0,0,0
ordinary,239,32,370,4,38,-14.104788449413212,0.012123204326495812,0.002575389199361639,0.0003183175086016992,0,0,0,0
ordinary,240,205,375,21,38,-16.18000878249304,-0.009252083294732734,-0.04091909002996457,-0.007452583003248989,0,0,0,0
ordinary,241,368,372,37,38,-21.28097498582177,-0.02609824185947539,-0.0755713595086692,-0.013560433166906275,0,0,0,0
ordinary,242,38,374,4,38,-13.909799261118117,0.007942796587173659,-0.006037592444690834,-0.001367109316687331,0,0,0,0
ordinary,243,30,203,4,21,-13.371323396579418,0.013824677397981164,0.006069121746199498,0.0008276335692446388,0,0,0,0
ordinary,244,207,367,21,37,-18.42072780073819,0.010148465978002019,-0.0010611694000839077,-0.0004497873654419494,0,0,0,0
ordinary,245,162,197,17,20,-14.962187826530384,0.003478139229504598,-0.015146461238426757,-0.0029765355783853264,0,0,0,0
ordinary,246,35,206,4,21,-16.20949661395232,0.0016649692410011937,-0.018717390282249377,-0.0035337084721748808,0,0,0,0
ordinary,247,209,364,21,37,-19.18738017781895,0.005135881389938643,-0.011425908268232941,-0.0023138988529569915,0,0,0,0
ordinary,248,168,201,17,21,-16.579950732134037,0.0068827368170924575,-0.007977321970253522,-0.0015723387816065255,0,0,0,0
ordinary,249,31,363,4,37,-19.708757814495335,-0.024723010635090595,-0.07316206185048804,-0.013303482994414209,0,0,0,0
ordinary,250,160,279,17,28,-19.447298295086714,-0.013130588528676811,-0.04931383333549379,-0.009205874330974879,0,0,0,0
ordinary,251,169,209,17,21,-15.02539911488965,0.0016205574305582428,-0.018906311613663396,-0.0036694462393216196,0,0,0,0
ordinary,252,272,378,28,38,-20.616472900294255,-0.021191951820647568,-0.06576507289468927,-0.012010059858586655,0,0,0,0
ordinary,253,160,362,17,37,-18.426857533151075,-0.01335413810232474,-0.049849946931577946,-0.009216108583078256,0,0,0,0
ordinary,254,197,372,20,38,-15.688722630353741,0.007969049374188563,-0.005969355233321899,-0.001222520214148379,0,0,0,0
ordinary,255,165,365,17,37,-23.15177863259829,-0.012104565241409217,-0.04678739029585957,-0.008633789629857884,0,0,0,0
ordinary,256,83,367,9,37,-19.325734237499315,-0.013387933013735809,-0.049542950460318355,-0.009013362682207579,0,0,0,0
ordinary,257,168,196,17,20,-14.303519295307312,-0.0014284531307413334,-0.025184204523490704,-0.004779262389349077,0,0,0,0
ordinary,258,162,203,17,21,-12.543968911567788,0.021722400714707272,0.022467489693929588,0.0037931098159060435,0,0,0,0
ordinary,259,199,376,20,38,-12.692405445414648,0.02754688731672064,0.034218261469275986,0.00566933299046396,0,0,0,0
ordinary,260,166,362,17,37,-23.540705336468655,-0.043800046666317344,-0.11223646334330721,-0.01997773996488615,0,0,0,0
ordinary,261,196,379,20,38,-15.024926500218912,-0.0030499773642416396,-0.02835321214182076,-0.00527737153676123,0,0,0,0
ordinary,262,33,375,4,38,-17.43580936000323,-0.023181231219465095,-0.06919218980417,-0.012282930000362645,0,0,0,0
ordinary,263,195,374,20,38,-15.193313424413443,0.0015063563524066504,-0.019753244523126115,-0.004031023337894278,0,0,0,0
ordinary,264,82,191,9,20,-15.25847093572198,-0.008762398497083056,-0.040238647461867935,-0.007592263282832758,0,0,0,0
ordinary,265,35,208,4,21,-17.750842412157134,-2.699566814864876e-05,-0.022063286851900985,-0.004143173727590946,0,0,0,0
ordinary,266,87,277,9,28,-20.480971360660668,-0.015412213812288345,-0.05395999614969063,-0.0098930742920553,0,0,0,0
ordinary,267,207,378,21,38,-15.730603814406566,-0.0011883865781851012,-0.024473009488332205,-0.004647129119250956,0,0,0,0
ordinary,268,278,370,28,38,-20.40404397677104,-0.02112089343935993,-0.06518884402289374,-0.011753925082479393,0,0,0,0
ordinary,269,206,271,21,28,-18.447579863860838,-0.006671044544255073,-0.03590777160059829,-0.006641797240101565,0,0,0,0
ordinary,270,278,376,28,38,-18.7824959761491,-0.013569629743639062,-0.04989306323370103,-0.009070685434531234,0,0,0,0
ordinary,271,272,377,28,38,-21.44544401385761,-0.008487233445189302,-0.03967030840801192,-0.007406512394042189,0,0,0,0
ordinary,272,82,365,9,37,-19.573389319757435,-0.007841544059436194,-0.03854623379515815,-0.00719503611527971,0,0,0,0
ordinary,273,31,373,4,38,-11.305051072639328,0.024831360044592906,0.028814181613435054,0.005184135692799265,0,0,0,0
ordinary,274,274,370,28,38,-21.442100666490617,-0.023483413716394844,-0.07036611484988498,-0.012783018854413275,0,0,0,0
ordinary,275,204,374,21,38,-12.344880135293208,0.01926569327648258,0.017214671942172674,0.00292243148569506,0,0,0,0
ordinary,276,38,371,4,38,-13.709037120261474,0.009622117318256681,-0.002607551836116509,-0.0007800040755030681,0,0,0,0
ordinary,277,36,271,4,28,-16.33347586566081,0.005850347936100433,-0.010457432698998452,-0.002256577142970749,0,0,0,0
ordinary,278,191,366,20,37,-23.35743467790341,-0.014423372399806456,-0.05195322244554246,-0.009624819412663244,0,0,0,0
ordinary,279,365,379,37,38,-21.404550743721895,-0.00452539331133392,-0.031310372401879415,-0.0057947890458218765,0,0,0,0
ordinary,280,204,271,21,28,-18.26138082274586,-0.008515551034753384,-0.0395538715110714,-0.007265538388214732,0,0,0,0
ordinary,281,209,368,21,37,-19.173987038824762,-0.008086681133996621,-0.03857166255867887,-0.007129095158163003,0,0,0,0
ordinary,282,88,362,9,37,-21.307398467019436,-0.017346418302350126,-0.057907690123706564,-0.01058903737380908,0,0,0,0
ordinary,283,164,191,17,20,-19.334759057489265,-0.016718469672009937,-0.056533056566275386,-0.010316086351270123,0,0,0,0
ordinary,284,192,277,20,28,-22.1284571796458,-0.021247201677304674,-0.06585579641384469,-0.012034746007830424,0,0,0,0
ordinary,285,32,374,4,38,-14.408458504139393,0.01206897916025296,0.002519461463805002,0.0001818569151929815,0,0,0,0
ordinary,286,202,365,21,37,-18.93050862831745,0.012890329412543956,0.004475606146103348,0.0005251154568727302,0,0,0,0
ordinary,287,166,194,17,20,-14.00113428692767,-0.004184390493185318,-0.030914763795080992,-0.005791443004158697,0,0,0,0
ordinary,288,270,376,28,38,-20.8298749422611,-0.015195319022268956,-0.053267769573973965,-0.009727652615010816,0,0,0,0
ordinary,289,35,209,4,21,-17.102712253443507,-0.0006385084398576886,-0.0234265177511844,-0.004390841967426284,0,0,0,0
ordinary,290,86,198,9,20,-17.209088600535072,-0.01392600384406394,-0.0506872656848051,-0.00927928135072321,0,0,0,0
ordinary,291,37,365,4,37,-18.177755622297298,-0.014823567936227536,-0.05289849690640269,-0.009714699971926548,0,0,0,0
ordinary,292,33,196,4,20,-11.651916366974387,0.020526962819255767,0.020187979989176152,0.003709186434636698,0,0,0,0
ordinary,293,197,277,20,28,-22.271244217940584,-0.02181094858255671,-0.06704924592431054,-0.012224871966071723,0,0,0,0
ordinary,294,192,375,20,38,-14.909994967898106,-0.004267200333802452,-0.030763878702097805,-0.005665499621122233,0,0,0,0
ordinary,295,207,364,21,37,-19.293756018245194,0.009640280951325195,-0.002245412490347789,-0.000573870902206005,0,0,0,0
ordinary,296,207,379,21,38,-12.479006955684364,0.015026451965732917,0.00876928351085654,0.0015600973621922622,0,0,0,0
ordinary,297,203,360,21,37,-17.947825002049825,-0.0014819906202599815,-0.025007261716350596,-0.004669534404866631,0,0,0,0
ordinary,298,196,275,20,28,-21.29581464828146,-0.01765549412760214,-0.05857637155433681,-0.010757010890496198,0,0,0,0
ordinary,299,35,363,4,37,-19.490221327021374,-0.02105428162796427,-0.06537838811226104,-0.011850957078450821,0,0,0,0
ordinary,300,365,375,37,38,-23.82476368842687,-0.014544822478481455,-0.05163736515865594,-0.009363879075016807,0,0,0,0
ordinary,301,30,363,4,37,-19.565409719462945,-0.020120208493852872,-0.06367787061242089,-0.011623204470081094,0,0,0,0
ordinary,302,38,198,4,20,-13.655907985621806,0.0159206149449746,0.010303690982647745,0.0016772572123876974,0,0,0,0
ordinary,303,33,201,4,21,-17.8571506785667,-0.008583665652176838,-0.03952914458770147,-0.007142340644995771,0,0,0,0
ordinary,304,198,365,20,37,-24.482640157860295,-0.01567781401675536,-0.05429739786823077,-0.009948387269001593,0,0,0,0
ordinary,305,365,372,37,38,-21.24762743436687,-0.018365181434875023,-0.059759190736195116,-0.010834074595408952,0,0,0,0
ordinary,306,367,372,37,38,-19.193519090986232,-0.0091824216503321,-0.04083982121511337,-0.007467730811734439,0,0,0,0
ordinary,307,160,202,17,21,-20.19702564942538,-0.011759677314301876,-0.046123694685159096,-0.00845755248294799,0,0,0,0
ordinary,308,160,377,17,38,-18.639261889290722,-0.012660261628113793,-0.048164627758244566,-0.008774769033512214,0,0,0,0
ordinary,309,86,275,9,28,-19.84183602190805,-0.008829102548862301,-0.04036220326825893,-0.007584128349820948,0,0,0,0
ordinary,310,38,271,4,28,-15.615853990984279,0.009651551249744917,-0.002624751705350606,-0.0010300549651611809,0,0,0,0
ordinary,311,200,277,21,28,-19.669337935608937,-0.016875197651862777,-0.056753022203075605,-0.010327518508981755,0,0,0,0
ordinary,312,161,191,17,20,-18.861318381471683,-0.018954919027979935,-0.06126524945744754,-0.011190785280605074,0,0,0,0
ordinary,313,161,197,17,20,-15.283717251630545,0.007376682738879938,-0.007117329529107175,-0.0015810501044856932,0,0,0,0
ordinary,314,366,370,37,38,-22.13701508690114,-0.018146147779874933,-0.05919760206970915,-0.010761181494784148,0,0,0,0
ordinary,315,167,369,17,37,-22.883231123883025,-0.03204870843025741,-0.08792546375170524,-0.015876742503338415,0,0,0,0
ordinary,316,162,276,17,28,-15.517335693849619,0.00657145535216593,-0.008654360818325598,-0.0016902306193148243,0,0,0,0
ordinary,317,85,271,9,28,-19.145351490760515,-0.012903231126538333,-0.04860183520339084,-0.008890525174927076,0,0,0,0
ordinary,318,39,375,4,38,-17.02397315186407,-0.01025051159774484,-0.04282334068994792,-0.007686589720453845,0,0,0,0
ordinary,319,199,360,20,37,-22.760745245293364,-0.020459590154151507,-0.06417887275046433,-0.011723487284042109,0,0,0,0
ordinary,320,192,361,20,37,-21.491553111829823,-0.005592060083764499,-0.03346161441825618,-0.0062757339868629546,0,0,0,0
ordinary,321,162,190,17,20,-15.51516153918731,0.0016670954948223092,-0.018858448582154852,-0.003684404270286795,0,0,0,0
ordinary,322,31,368,4,37,-17.90840153320128,-0.008061693381701035,-0.0389905095297953,-0.007382116809417845,0,0,0,0
ordinary,323,192,272,20,28,-22.04920614094863,-0.02242963625285595,-0.06824509677370687,-0.012466395879097156,0,0,0,0
ordinary,324,89,194,9,20,-13.30780507735432,0.011081594269809753,0.00018425123410071437,-0.0005467656938345292,0,0,0,0
ordinary,325,199,362,20,37,-23.54519596543876,-0.02541396153084881,-0.07429711364408138,-0.013483157700145652,0,0,0,0
ordinary,326,31,203,4,21,-13.565094812906393,0.0006872198450531351,-0.02088242985507811,-0.0039095017965889555,0,0,0,0
ordinary,327,196,367,20,37,-21.320572214945898,-0.007774343905360775,-0.03815485536526848,-0.007189714561770547,0,0,0,0
ordinary,328,39,206,4,21,-14.431475534769596,0.0014113258800069865,-0.01903152982781748,-0.003545760472489015,0,0,0,0
ordinary,329,39,373,4,38,-12.039754314294763,0.022294199978973393,0.023856175821286893,0.004111784771517756,0,0,0,0
ordinary,330,198,271,20,28,-21.510272765611624,-0.011062523286372845,-0.04517474863618909,-0.00842072500978961,0,0,0,0
ordinary,331,205,362,21,37,-19.019598240084765,-0.013115773506724483,-0.04893114814402276,-0.008927568314544299,0,0,0,0
ordinary,332,192,376,20,38,-11.641508349770291,0.028862117373366122,0.037194128913973466,0.0064787324547374465,0,0,0,0
ordinary,333,162,205,17,21,-14.11150500572762,0.015244362148188001,0.008951797813315808,0.0010421117062953938,0,0,0,0
ordinary,334,36,373,4,38,-9.481109532519266,0.03393221445327311,0.0477172176156955,0.008664504028957826,1,0,0,0
ordinary,335,82,270,9,28,-21.036858045872755,-0.019260918979026685,-0.062046642817242495,-0.011433799302385687,0,0,0,0
ordinary,336,368,375,37,38,-22.83634157335272,-0.018021316280446856,-0.05867120029358351,-0.010550775685750663,0,0,0,0
ordinary,337,191,276,20,28,-21.738726017931356,-0.0180798778380508,-0.059005465764594464,-0.010765455669472332,0,0,0,0
ordinary,338,366,378,37,38,-22.54748784227243,-0.027691872097191424,-0.0792165491931779,-0.01429765867477501,0,0,0,0
ordinary,339,30,206,4,21,-13.6752993503012,0.004463651524342061,-0.013099579784392607,-0.0024285159801232907,0,0,0,0
ordinary,340,165,205,17,21,-15.152767980295382,0.0036720673027143638,-0.014619613012355528,-0.0030314128538551834,0,0,0,0
ordinary,341,89,198,9,20,-12.969641327166391,0.00706690959863033,-0.00805691697678714,-0.0018172818000277528,0,0,0,0
ordinary,342,85,272,9,28,-20.017568642926598,-0.014317215427350715,-0.05170492499532366,-0.009541007977951722,0,0,0,0
ordinary,343,31,278,4,28,-13.135296202676873,0.015671899213407045,0.009627215070231655,0.001287631982942827,0,0,0,0
ordinary,344,160,370,17,38,-20.44908606847243,-0.028777156953526218,-0.0807714675367261,-0.014426743831661593,0,0,0,0
ordinary,345,191,365,20,37,-22.88921929196207,-0.014830335846491563,-0.05260973736779917,-0.009654286951349733,0,0,0,0
ordinary,346,164,198,17,20,-14.717133941794398,0.011299550863327946,0.0007755576134551995,-0.00011078998443700416,0,0,0,0
ordinary,347,38,366,4,37,-17.399120547641175,0.005640053724590387,-0.010980684953768383,-0.0025121617503356605,0,0,0,0
ordinary,348,164,272,17,28,-19.841256778666473,-0.02035011696153859,-0.06387682850292231,-0.011611440778091219,0,0,0,0
ordinary,349,208,372,21,38,-14.579153379341667,0.010525255078783264,-0.0006341181148787518,-0.000326641379102181,0,0,0,0
ordinary,350,36,279,4,28,-19.312401155105515,-0.006960286614779477,-0.03667036398434041,-0.006901843908423519,0,0,0,0
ordinary,351,88,363,9,37,-23.198857065530834,-0.017081566527497535,-0.057389883624625826,-0.01047434186658462,0,0,0,0
ordinary,352,161,277,17,28,-17.525771225824574,-0.004850009050095116,-0.03245562560601738,-0.006212661757088171,0,0,0,0
ordinary,353,208,366,21,37,-17.85185404573156,0.002198882828398524,-0.01752564903591776,-0.003288085586129419,0,0,0,0
ordinary,354,165,273,17,28,-20.2786823202849,-0.00027351209336380394,-0.022997768059869413,-0.004521241725417248,0,0,0,0
ordinary,355,160,278,17,28,-10.484332147187507,0.03668699693253586,0.05319246421306452,0.009296141523234186,0,1,1,1
ordinary,356,85,197,9,20,-16.391386236702097,-0.004028114069976422,-0.030527425680410086,-0.005822135570460602,0,0,0,0
ordinary,357,166,361,17,37,-23.469761151641702,-0.020085670291174855,-0.0633221233591662,-0.011530857480145132,0,0,0,0
ordinary,358,277,370,28,38,-22.948331919241333,-0.019952723098805383,-0.06290208329501547,-0.011443042046738103,0,0,0,0
ordinary,359,36,192,4,20,-15.656579171141653,0.006846046361369199,-0.007856097068599459,-0.0015376794606223407,0,0,0,0
ordinary,360,81,363,9,37,-21.919109786137042,-0.025573719002936465,-0.07508592307036681,-0.013620935014012814,0,0,0,0
ordinary,361,198,270,20,28,-24.190125009736207,-0.023917892719616696,-0.07127213611155653,-0.01294464575925224,0,0,0,0
ordinary,362,208,364,21,37,-18.26718062273435,0.021250448993482995,0.021458553506231708,0.003453634956683549,0,0,0,0
ordinary,363,32,274,4,28,-16.160757758977297,-3.676147785910902e-05,-0.022687523630581508,-0.004520121578266327,0,0,0,0
ordinary,364,31,371,4,38,-14.858084661447414,0.0020397629431380807,-0.01807767808703866,-0.003511484284967812,0,0,0,0
ordinary,365,274,379,28,38,-20.325927433037492,-0.009855772928636184,-0.04206603350306425,-0.007667963761121386,0,0,0,0
ordinary,366,31,202,4,21,-17.002628148658147,-0.011529352508788705,-0.0457683493947795,-0.008299122721537749,0,0,0,0
ordinary,367,32,376,4,38,-13.596188885530461,0.012985224769143565,0.004369304463735912,0.0005700763076099888,0,0,0,0
ordinary,368,203,279,21,28,-21.067434511245292,-0.012902197900604415,-0.04863160519265098,-0.00901690644756774,0,0,0,0
ordinary,369,207,361,21,37,-20.044623165291856,0.007797152537818149,-0.005985562760890021,-0.0012569783084281881,0,0,0,0
ordinary,370,199,272,20,28,-22.60508003284569,-0.021724619488115618,-0.0666285578465203,-0.012143630748428983,0,0,0,0
ordinary,371,34,374,4,38,-17.17085379022043,-0.014303663763720853,-0.05094806541968059,-0.009097505849103665,0,0,0,0
ordinary,372,270,373,28,38,-19.755992407845692,-0.0026502117100404734,-0.027583239182812004,-0.005184833744290762,0,0,0,0
ordinary,373,194,369,20,37,-20.01195330094606,-0.019170358476333506,-0.0615872025497757,-0.011268834767207768,0,0,0,0
ordinary,374,163,372,17,38,-11.83316457752029,0.017101005824531165,0.01325144966395582,0.0023186999683078857,0,0,0,0
ordinary,375,37,204,4,21,-15.587438482351525,0.00026393241428587246,-0.02183992603389618,-0.0041106842611831305,0,0,0,0
ordinary,376,164,379,17,38,-18.719751946773545,-0.020355277998969367,-0.06336776366027898,-0.011339597565772425,0,0,0,0
ordinary,377,163,272,17,28,-20.41363739982618,-0.02236380468704526,-0.06820490561629985,-0.012459202839898306,0,0,0,0
ordinary,378,197,361,20,37,-24.9559622232399,-0.014126030477268792,-0.0509282232757148,-0.00936129707743854,0,0,0,0
ordinary,379,39,276,4,28,-18.150553309447506,-0.008799990322045032,-0.04014390322036332,-0.007404527662222772,0,0,0,0
ordinary,380,36,194,4,20,-12.166736839254352,0.012336532735622215,0.002917595528034906,0.00045400491534317716,0,0,0,0
ordinary,381,32,203,4,21,-14.501280000512773,0.009680181428623574,-0.002309936536854393,-0.000629066205642851,0,0,0,0
ordinary,382,34,205,4,21,-13.871823327582366,0.010685510480015536,0.00011300528495860815,7.090302085724538e-05,0,0,0,0
ordinary,383,38,370,4,38,-15.221578209052677,-0.0059201602369924715,-0.03445261162992267,-0.00632358592929107,0,0,0,0
ordinary,384,37,376,4,38,-13.850248742238394,0.007286282114763795,-0.007320169196549917,-0.0014478838704957073,0,0,0,0
ordinary,385,279,376,28,38,-20.792753291058638,-0.007693329300375643,-0.038017850179350006,-0.007070028868201851,0,0,0,0
ordinary,386,369,374,37,38,-21.052603193000525,-0.017121153763326912,-0.057180529640978854,-0.010383722237762492,0,0,0,0
ordinary,387,367,377,37,38,-21.940096694318328,-0.003855136820476745,-0.03019890834669083,-0.005751963392674317,0,0,0,0
ordinary,388,198,277,20,28,-21.201253678538183,-0.017349351290247204,-0.05781685865416571,-0.010558662440291681,0,0,0,0
ordinary,389,162,370,17,38,-13.401881068937335,0.0015437395683166853,-0.018673906471880854,-0.0033648076318778877,0,0,0,0
ordinary,390,368,377,37,38,-21.909207559565072,-0.015368009330407547,-0.05360492800334999,-0.009799595100816912,0,0,0,0
ordinary,391,277,378,28,38,-23.00659547489326,-0.03256998163666878,-0.08915967735101947,-0.016007588935713347,0,0,0,0
ordinary,392,164,190,17,20,-18.659068245797,-0.01437029000356592,-0.05161673144032434,-0.009399119715143725,0,0,0,0
ordinary,393,360,379,37,38,-20.608778772435382,-0.013336925633383161,-0.04947826849789699,-0.009036087877924663,0,0,0,0
ordinary,394,205,378,21,38,-16.040078393590502,-0.002010581363194095,-0.0262437996391395,-0.0049211346049303165,0,0,0,0
ordinary,395,208,274,21,28,-18.650516952490907,-0.0024177477063254964,-0.027326606833673574,-0.00521674590865075,0,0,0,0
ordinary,396,82,366,9,37,-19.220311376892777,-0.00544702014575416,-0.033909229038109,-0.006720605247304162,0,0,0,0
ordinary,397,39,200,4,21,-15.786612651974762,-0.002627637371200793,-0.027327799053526537,-0.00498850528229772,0,0,0,0
ordinary,398,39,205,4,21,-12.772370968678942,0.01616863197505469,0.011221418879244868,0.002003581612374879,0,0,0,0
ordinary,399,279,375,28,38,-22.48004799155516,-9.175340543106306e-05,-0.022243252621305113,-0.004262279947170974,0,0,0,0
ordinary,400,162,207,17,21,-15.60007106081683,0.0021289582433628705,-0.01779765919680109,-0.0035028919782098527,0,0,0,0
ordinary,401,33,203,4,21,-13.181526096498622,0.01687447540845011,0.012608419996470714,0.00223619632086898,0,0,0,0
ordinary,402,195,377,20,38,-15.105565735460907,-0.005921623240751172,-0.03485873140919894,-0.0066494891127713085,0,0,0,0
ordinary,403,32,371,4,38,-14.700870579735266,0.008656880790124753,-0.004580210819025626,-0.0011232304267706026,0,0,0,0
ordinary,404,33,198,4,20,-12.69625569431268,0.019681792324666592,0.018336785146028198,0.003081801644298261,0,0,0,0
ordinary,405,80,192,9,20,-13.763175019532797,0.0030030656161640283,-0.016061696110269308,-0.0032489721425828406,0,0,0,0
ordinary,406,204,278,21,28,-17.87533775373997,0.0016257472177341203,-0.018758244806315518,-0.0037174816459580873,0,0,0,0
ordinary,407,39,278,4,28,-15.346697993357905,0.010738181330168236,-0.0003766425571703688,-0.0003558772036659757,0,0,0,0
ordinary,408,190,273,20,28,-21.661090109532896,-0.031791783138792856,-0.08742715900469807,-0.015755804758356508,0,0,0,0
ordinary,409,161,205,17,21,-14.203775663587527,0.021320892127819627,0.02149279066315448,0.0033662619844578474,0,0,0,0
ordinary,410,165,373,17,38,-14.998443860552102,0.0025458389055323613,-0.01730916541189788,-0.0035499742258236263,0,0,0,0
ordinary,411,32,200,4,21,-15.369058485611308,0.006137835680245244,-0.00938545280373572,-0.00182834707206192,0,0,0,0
ordinary,412,166,363,17,37,-23.811049533552698,-0.018591031859593002,-0.06004865146996469,-0.010886375807569635,0,0,0,0
ordinary,413,277,379,28,38,-21.460592130046315,-0.016849032580494278,-0.05690425807150804,-0.010439559441148325,0,0,0,0
ordinary,414,205,278,21,28,-17.190333857933688,0.0013027518793928491,-0.019668524802663578,-0.0039041346910948724,0,0,0,0
ordinary,415,209,361,21,37,-19.88631583609671,0.003300688047342276,-0.01516221266077904,-0.002998588377875401,0,0,0,0
ordinary,416,160,272,17,28,-19.0524976308397,-0.01157992552508114,-0.04605580516682764,-0.00862873600941119,0,0,0,0
ordinary,417,273,373,28,38,-19.117259614625347,-0.011820814050739979,-0.046697749838209346,-0.008681154784243472,0,0,0,0
ordinary,418,367,370,37,38,-20.987040787116925,-0.010855780944501146,-0.04402641237833331,-0.007993819894848627,0,0,0,0
ordinary,419,276,375,28,38,-22.236318570169452,-0.026995896997278477,-0.07728708556085245,-0.013899892103772401,0,0,0,0
ordinary,420,89,271,9,28,-18.903562347091473,-0.010854939346185886,-0.044586284353182085,-0.00825395392818115,0,0,0,0
ordinary,421,168,203,17,21,-14.690118812767547,0.009563547095636199,-0.0024798676590381263,-0.0006876320268645476,0,0,0,0
ordinary,422,198,366,20,37,-21.421020338910996,-0.017698861454781382,-0.05866966199637485,-0.010756111080330623,0,0,0,0
ordinary,423,209,375,21,38,-14.452487498964322,-0.005804860090617969,-0.033857060685887654,-0.0060967210845224605,0,0,0,0
ordinary,424,88,275,9,28,-20.997798644565393,-0.01490229759983402,-0.0529401886155559,-0.009791752475408562,0,0,0,0
ordinary,425,84,193,9,20,-15.148004020636522,-0.00851486612008482,-0.03982644477272437,-0.007466210161081913,0,0,0,0
ordinary,426,36,207,4,21,-15.48564417598924,0.00896547630057538,-0.0034683245103437066,-0.0006081741642107348,0,0,0,0
ordinary,427,208,363,21,37,-20.120467969753978,0.009287800524139075,-0.0030057768949383022,-0.0009409367556881803,0,0,0,0
ordinary,428,163,201,17,21,-13.816890061916647,0.03001796525519151,0.039374942219978726,0.006562014918930575,0,0,0,0
ordinary,429,199,377,20,38,-13.335047733195768,0.01925356639574967,0.01723910630718744,0.002649892017769528,0,0,0,0
ordinary,430,169,379,17,38,-16.48429861801215,0.000497929932005308,-0.02096108563214561,-0.003935591143474379,0,0,0,0
ordinary,431,87,194,9,20,-15.175123817817584,-0.0036943612846718917,-0.02995646391106296,-0.005620257992076196,0,0,0,0
ordinary,432,204,277,21,28,-18.75615074380019,-0.007278589839248222,-0.03705753037741591,-0.0068444585122857905,0,0,0,0
ordinary,433,209,372,21,38,-14.188774999925272,0.009687075232142819,-0.0022377955195900696,-0.0005237593123620741,0,0,0,0
ordinary,434,200,278,21,28,-17.100802251122534,0.012612361885510726,0.0038361398752086683,0.0004576897421246628,0,0,0,0
ordinary,435,87,191,9,20,-16.372890822195277,-0.007646131585637142,-0.03808206838843531,-0.007095469721440609,0,0,0,0
ordinary,436,166,369,17,37,-22.813344407425983,-0.03953765224532192,-0.10348796115757092,-0.018496158598023907,0,0,0,0
ordinary,437,192,373,20,38,-12.292919519475886,0.026920337352854037,0.03313718854418043,0.005773732928347729,0,0,0,0
ordinary,438,161,364,17,37,-19.547828414943112,-0.0024965312608593673,-0.027283901758699384,-0.005165520962062438,0,0,0,0
ordinary,439,88,272,9,28,-21.099541829920838,-0.01593271247844185,-0.05516043845038665,-0.010189691507903003,0,0,0,0
ordinary,440,202,272,21,28,-19.532910758203936,-0.012535924555352797,-0.04763616339458723,-0.008647766359113334,0,0,0,0
ordinary,441,209,370,21,38,-13.342266145529988,0.005279975812060017,-0.011070343218325661,-0.001962855185480188,0,0,0,0
ordinary,442,168,378,17,38,-15.94258306527426,0.0034522785567984095,-0.015179636281175983,-0.0029576894467018364,0,0,0,0
ordinary,443,366,375,37,38,-23.25889290794352,-0.01634196251236752,-0.055475878163984214,-0.010126136492050268,0,0,0,0
ordinary,444,207,370,21,38,-14.001481823038125,0.003127627825847004,-0.015419749016940796,-0.0027664661343459653,0,0,0,0
ordinary,445,87,368,9,37,-19.0380121145897,-0.005940919564523601,-0.034241979405487566,-0.006303079471608961,0,0,0,0
ordinary,446,208,361,21,37,-19.1216384470329,0.01928971440243264,0.017529093267630205,0.002682038564105314,0,0,0,0
