pair_id,left_index,right_index,left_path,right_path,left_identity,right_identity,target
464,72,332,s8/3.pgm,s34/3.pgm,8,34,0
465,64,65,s7/5.pgm,s7/6.pgm,7,7,1
466,317,332,s32/8.pgm,s34/3.pgm,32,34,0
467,344,345,s35/5.pgm,s35/6.pgm,35,35,1
468,45,123,s5/6.pgm,s13/4.pgm,5,13,0
469,5,319,s1/6.pgm,s32/10.pgm,1,32,0
470,126,305,s13/7.pgm,s31/6.pgm,13,31,0
471,60,334,s7/1.pgm,s34/5.pgm,7,34,0
472,387,388,s39/8.pgm,s39/9.pgm,39,39,1
473,74,114,s8/5.pgm,s12/5.pgm,8,12,0
474,74,220,s8/5.pgm,s23/1.pgm,8,23,0
475,23,354,s3/4.pgm,s36/5.pgm,3,36,0
476,144,147,s15/5.pgm,s15/8.pgm,15,15,1
477,54,266,s6/5.pgm,s27/7.pgm,6,27,0
478,251,258,s26/2.pgm,s26/9.pgm,26,26,1
479,221,229,s23/2.pgm,s23/10.pgm,23,23,1
480,343,349,s35/4.pgm,s35/10.pgm,35,35,1
481,41,345,s5/2.pgm,s35/6.pgm,5,35,0
482,300,304,s31/1.pgm,s31/5.pgm,31,31,1
483,60,68,s7/1.pgm,s7/9.pgm,7,7,1
484,143,325,s15/4.pgm,s33/6.pgm,15,33,0
485,144,285,s15/5.pgm,s29/6.pgm,15,29,0
486,120,128,s13/1.pgm,s13/9.pgm,13,13,1
487,212,218,s22/3.pgm,s22/9.pgm,22,22,1
488,383,388,s39/4.pgm,s39/9.pgm,39,39,1
489,351,358,s36/2.pgm,s36/9.pgm,36,36,1
490,113,266,s12/4.pgm,s27/7.pgm,12,27,0
491,130,134,s14/1.pgm,s14/5.pgm,14,14,1
492,52,348,s6/3.pgm,s35/9.pgm,6,35,0
493,311,314,s32/2.pgm,s32/5.pgm,32,32,1
494,357,359,s36/8.pgm,s36/10.pgm,36,36,1
495,324,328,s33/5.pgm,s33/9.pgm,33,33,1
496,2,4,s1/3.pgm,s1/5.pgm,1,1,1
497,226,235,s23/7.pgm,s24/6.pgm,23,24,0
498,310,311,s32/1.pgm,s32/2.pgm,32,32,1
499,122,387,s13/3.pgm,s39/8.pgm,13,39,0
500,230,232,s24/1.pgm,s24/3.pgm,24,24,1
501,354,356,s36/5.pgm,s36/7.pgm,36,36,1
502,54,216,s6/5.pgm,s22/7.pgm,6,22,0
503,210,259,s22/1.pgm,s26/10.pgm,22,26,0
504,133,134,s14/4.pgm,s14/5.pgm,14,14,1
505,118,356,s12/9.pgm,s36/7.pgm,12,36,0
506,74,351,s8/5.pgm,s36/2.pgm,8,36,0
507,300,306,s31/1.pgm,s31/7.pgm,31,31,1
508,352,356,s36/3.pgm,s36/7.pgm,36,36,1
509,7,131,s1/8.pgm,s14/2.pgm,1,14,0
510,121,125,s13/2.pgm,s13/6.pgm,13,13,1
511,141,145,s15/2.pgm,s15/6.pgm,15,15,1
512,336,337,s34/7.pgm,s34/8.pgm,34,34,1
513,237,343,s24/8.pgm,s35/4.pgm,24,35,0
514,43,49,s5/4.pgm,s5/10.pgm,5,5,1
515,144,254,s15/5.pgm,s26/5.pgm,15,26,0
516,286,334,s29/7.pgm,s34/5.pgm,29,34,0
517,60,65,s7/1.pgm,s7/6.pgm,7,7,1
518,241,389,s25/2.pgm,s39/10.pgm,25,39,0
519,0,2,s1/1.pgm,s1/3.pgm,1,1,1
520,351,353,s36/2.pgm,s36/4.pgm,36,36,1
521,2,75,s1/3.pgm,s8/6.pgm,1,8,0
522,22,23,s3/3.pgm,s3/4.pgm,3,3,1
523,66,344,s7/7.pgm,s35/5.pgm,7,35,0
524,329,337,s33/10.pgm,s34/8.pgm,33,34,0
525,281,284,s29/2.pgm,s29/5.pgm,29,29,1
526,130,285,s14/1.pgm,s29/6.pgm,14,29,0
527,212,350,s22/3.pgm,s36/1.pgm,22,36,0
528,222,334,s23/3.pgm,s34/5.pgm,23,34,0
529,52,385,s6/3.pgm,s39/6.pgm,6,39,0
530,47,138,s5/8.pgm,s14/9.pgm,5,14,0
531,382,384,s39/3.pgm,s39/5.pgm,39,39,1
532,49,239,s5/10.pgm,s24/10.pgm,5,24,0
533,49,262,s5/10.pgm,s27/3.pgm,5,27,0
534,45,46,s5/6.pgm,s5/7.pgm,5,5,1
535,144,230,s15/5.pgm,s24/1.pgm,15,24,0
536,320,327,s33/1.pgm,s33/8.pgm,33,33,1
537,333,334,s34/4.pgm,s34/5.pgm,34,34,1
538,0,3,s1/1.pgm,s1/4.pgm,1,1,1
539,210,317,s22/1.pgm,s32/8.pgm,22,32,0
540,111,112,s12/2.pgm,s12/3.pgm,12,12,1
541,282,286,s29/3.pgm,s29/7.pgm,29,29,1
542,58,243,s6/9.pgm,s25/4.pgm,6,25,0
543,306,349,s31/7.pgm,s35/10.pgm,31,35,0
544,69,330,s7/10.pgm,s34/1.pgm,7,34,0
545,216,219,s22/7.pgm,s22/10.pgm,22,22,1
546,21,282,s3/2.pgm,s29/3.pgm,3,29,0
547,222,280,s23/3.pgm,s29/1.pgm,23,29,0
548,282,287,s29/3.pgm,s29/8.pgm,29,29,1
549,128,252,s13/9.pgm,s26/3.pgm,13,26,0
550,281,347,s29/2.pgm,s35/8.pgm,29,35,0
551,143,233,s15/4.pgm,s24/4.pgm,15,24,0
552,130,281,s14/1.pgm,s29/2.pgm,14,29,0
553,355,358,s36/6.pgm,s36/9.pgm,36,36,1
554,356,386,s36/7.pgm,s39/7.pgm,36,39,0
555,40,319,s5/1.pgm,s32/10.pgm,5,32,0
556,310,313,s32/1.pgm,s32/4.pgm,32,32,1
557,121,126,s13/2.pgm,s13/7.pgm,13,13,1
558,310,317,s32/1.pgm,s32/8.pgm,32,32,1
559,62,388,s7/3.pgm,s39/9.pgm,7,39,0
560,147,267,s15/8.pgm,s27/8.pgm,15,27,0
561,23,25,s3/4.pgm,s3/6.pgm,3,3,1
562,257,259,s26/8.pgm,s26/10.pgm,26,26,1
563,288,303,s29/9.pgm,s31/4.pgm,29,31,0
564,260,269,s27/1.pgm,s27/10.pgm,27,27,1
565,47,49,s5/8.pgm,s5/10.pgm,5,5,1
566,57,58,s6/8.pgm,s6/9.pgm,6,6,1
567,57,261,s6/8.pgm,s27/2.pgm,6,27,0
568,117,382,s12/8.pgm,s39/3.pgm,12,39,0
569,48,283,s5/9.pgm,s29/4.pgm,5,29,0
570,281,287,s29/2.pgm,s29/8.pgm,29,29,1
571,20,25,s3/1.pgm,s3/6.pgm,3,3,1
572,232,239,s24/3.pgm,s24/10.pgm,24,24,1
573,235,265,s24/6.pgm,s27/6.pgm,24,27,0
574,70,71,s8/1.pgm,s8/2.pgm,8,8,1
575,67,69,s7/8.pgm,s7/10.pgm,7,7,1
576,214,316,s22/5.pgm,s32/7.pgm,22,32,0
577,56,57,s6/7.pgm,s6/8.pgm,6,6,1
578,4,227,s1/5.pgm,s23/8.pgm,1,23,0
579,342,353,s35/3.pgm,s36/4.pgm,35,36,0
580,262,269,s27/3.pgm,s27/10.pgm,27,27,1
581,310,382,s32/1.pgm,s39/3.pgm,32,39,0
582,301,303,s31/2.pgm,s31/4.pgm,31,31,1
583,282,285,s29/3.pgm,s29/6.pgm,29,29,1
584,239,312,s24/10.pgm,s32/3.pgm,24,32,0
585,223,318,s23/4.pgm,s32/9.pgm,23,32,0
586,70,76,s8/1.pgm,s8/7.pgm,8,8,1
587,58,326,s6/9.pgm,s33/7.pgm,6,33,0
588,43,213,s5/4.pgm,s22/4.pgm,5,22,0
589,285,288,s29/6.pgm,s29/9.pgm,29,29,1
590,322,358,s33/3.pgm,s36/9.pgm,33,36,0
591,218,261,s22/9.pgm,s27/2.pgm,22,27,0
592,63,66,s7/4.pgm,s7/7.pgm,7,7,1
593,322,324,s33/3.pgm,s33/5.pgm,33,33,1
594,4,6,s1/5.pgm,s1/7.pgm,1,1,1
595,383,389,s39/4.pgm,s39/10.pgm,39,39,1
596,139,217,s14/10.pgm,s22/8.pgm,14,22,0
597,237,239,s24/8.pgm,s24/10.pgm,24,24,1
598,72,75,s8/3.pgm,s8/6.pgm,8,8,1
599,304,348,s31/5.pgm,s35/9.pgm,31,35,0
600,2,3,s1/3.pgm,s1/4.pgm,1,1,1
601,346,388,s35/7.pgm,s39/9.pgm,35,39,0
602,41,227,s5/2.pgm,s23/8.pgm,5,23,0
603,253,257,s26/4.pgm,s26/8.pgm,26,26,1
604,265,280,s27/6.pgm,s29/1.pgm,27,29,0
605,344,349,s35/5.pgm,s35/10.pgm,35,35,1
606,239,261,s24/10.pgm,s27/2.pgm,24,27,0
607,264,319,s27/5.pgm,s32/10.pgm,27,32,0
608,244,351,s25/5.pgm,s36/2.pgm,25,36,0
609,70,259,s8/1.pgm,s26/10.pgm,8,26,0
610,77,130,s8/8.pgm,s14/1.pgm,8,14,0
611,147,241,s15/8.pgm,s25/2.pgm,15,25,0
612,113,115,s12/4.pgm,s12/6.pgm,12,12,1
613,65,69,s7/6.pgm,s7/10.pgm,7,7,1
614,50,312,s6/1.pgm,s32/3.pgm,6,32,0
615,76,325,s8/7.pgm,s33/6.pgm,8,33,0
616,112,119,s12/3.pgm,s12/10.pgm,12,12,1
617,356,357,s36/7.pgm,s36/8.pgm,36,36,1
618,24,28,s3/5.pgm,s3/9.pgm,3,3,1
619,124,129,s13/5.pgm,s13/10.pgm,13,13,1
620,7,388,s1/8.pgm,s39/9.pgm,1,39,0
621,133,149,s14/4.pgm,s15/10.pgm,14,15,0
622,231,305,s24/2.pgm,s31/6.pgm,24,31,0
623,135,380,s14/6.pgm,s39/1.pgm,14,39,0
624,236,287,s24/7.pgm,s29/8.pgm,24,29,0
625,127,128,s13/8.pgm,s13/9.pgm,13,13,1
626,28,47,s3/9.pgm,s5/8.pgm,3,5,0
627,340,345,s35/1.pgm,s35/6.pgm,35,35,1
628,244,249,s25/5.pgm,s25/10.pgm,25,25,1
629,70,121,s8/1.pgm,s13/2.pgm,8,13,0
630,112,281,s12/3.pgm,s29/2.pgm,12,29,0
631,2,6,s1/3.pgm,s1/7.pgm,1,1,1
632,226,229,s23/7.pgm,s23/10.pgm,23,23,1
633,125,129,s13/6.pgm,s13/10.pgm,13,13,1
634,227,351,s23/8.pgm,s36/2.pgm,23,36,0
635,243,330,s25/4.pgm,s34/1.pgm,25,34,0
636,328,383,s33/9.pgm,s39/4.pgm,33,39,0
637,129,239,s13/10.pgm,s24/10.pgm,13,24,0
638,113,118,s12/4.pgm,s12/9.pgm,12,12,1
639,242,388,s25/3.pgm,s39/9.pgm,25,39,0
640,43,313,s5/4.pgm,s32/4.pgm,5,32,0
641,41,234,s5/2.pgm,s24/5.pgm,5,24,0
642,48,56,s5/9.pgm,s6/7.pgm,5,6,0
643,266,267,s27/7.pgm,s27/8.pgm,27,27,1
644,384,388,s39/5.pgm,s39/9.pgm,39,39,1
645,254,256,s26/5.pgm,s26/7.pgm,26,26,1
646,62,64,s7/3.pgm,s7/5.pgm,7,7,1
647,4,7,s1/5.pgm,s1/8.pgm,1,1,1
648,51,55,s6/2.pgm,s6/6.pgm,6,6,1
649,256,258,s26/7.pgm,s26/9.pgm,26,26,1
650,284,288,s29/5.pgm,s29/9.pgm,29,29,1
651,40,41,s5/1.pgm,s5/2.pgm,5,5,1
652,262,267,s27/3.pgm,s27/8.pgm,27,27,1
653,343,346,s35/4.pgm,s35/7.pgm,35,35,1
654,46,49,s5/7.pgm,s5/10.pgm,5,5,1
655,341,343,s35/2.pgm,s35/4.pgm,35,35,1
656,222,359,s23/3.pgm,s36/10.pgm,23,36,0
657,8,29,s1/9.pgm,s3/10.pgm,1,3,0
658,250,253,s26/1.pgm,s26/4.pgm,26,26,1
659,57,326,s6/8.pgm,s33/7.pgm,6,33,0
660,62,69,s7/3.pgm,s7/10.pgm,7,7,1
661,70,78,s8/1.pgm,s8/9.pgm,8,8,1
662,3,265,s1/4.pgm,s27/6.pgm,1,27,0
663,75,78,s8/6.pgm,s8/9.pgm,8,8,1
664,135,230,s14/6.pgm,s24/1.pgm,14,24,0
665,385,388,s39/6.pgm,s39/9.pgm,39,39,1
666,70,75,s8/1.pgm,s8/6.pgm,8,8,1
667,69,79,s7/10.pgm,s8/10.pgm,7,8,0
668,224,313,s23/5.pgm,s32/4.pgm,23,32,0
669,240,249,s25/1.pgm,s25/10.pgm,25,25,1
670,114,117,s12/5.pgm,s12/8.pgm,12,12,1
671,118,141,s12/9.pgm,s15/2.pgm,12,15,0
672,75,77,s8/6.pgm,s8/8.pgm,8,8,1
673,263,330,s27/4.pgm,s34/1.pgm,27,34,0
674,56,64,s6/7.pgm,s7/5.pgm,6,7,0
675,266,304,s27/7.pgm,s31/5.pgm,27,31,0
676,258,348,s26/9.pgm,s35/9.pgm,26,35,0
677,307,308,s31/8.pgm,s31/9.pgm,31,31,1
678,280,385,s29/1.pgm,s39/6.pgm,29,39,0
679,246,248,s25/7.pgm,s25/9.pgm,25,25,1
680,20,27,s3/1.pgm,s3/8.pgm,3,3,1
681,287,385,s29/8.pgm,s39/6.pgm,29,39,0
682,353,355,s36/4.pgm,s36/6.pgm,36,36,1
683,220,230,s23/1.pgm,s24/1.pgm,23,24,0
684,306,309,s31/7.pgm,s31/10.pgm,31,31,1
685,313,315,s32/4.pgm,s32/6.pgm,32,32,1
686,132,139,s14/3.pgm,s14/10.pgm,14,14,1
687,304,307,s31/5.pgm,s31/8.pgm,31,31,1
688,252,301,s26/3.pgm,s31/2.pgm,26,31,0
689,125,127,s13/6.pgm,s13/8.pgm,13,13,1
690,51,53,s6/2.pgm,s6/4.pgm,6,6,1
691,244,247,s25/5.pgm,s25/8.pgm,25,25,1
692,240,247,s25/1.pgm,s25/8.pgm,25,25,1
693,117,356,s12/8.pgm,s36/7.pgm,12,36,0
694,2,222,s1/3.pgm,s23/3.pgm,1,23,0
695,125,147,s13/6.pgm,s15/8.pgm,13,15,0
696,73,79,s8/4.pgm,s8/10.pgm,8,8,1
697,350,355,s36/1.pgm,s36/6.pgm,36,36,1
698,136,356,s14/7.pgm,s36/7.pgm,14,36,0
699,329,345,s33/10.pgm,s35/6.pgm,33,35,0
700,130,138,s14/1.pgm,s14/9.pgm,14,14,1
701,130,135,s14/1.pgm,s14/6.pgm,14,14,1
702,110,350,s12/1.pgm,s36/1.pgm,12,36,0
703,239,319,s24/10.pgm,s32/10.pgm,24,32,0
704,318,355,s32/9.pgm,s36/6.pgm,32,36,0
705,114,231,s12/5.pgm,s24/2.pgm,12,24,0
706,135,146,s14/6.pgm,s15/7.pgm,14,15,0
707,381,387,s39/2.pgm,s39/8.pgm,39,39,1
708,51,57,s6/2.pgm,s6/8.pgm,6,6,1
709,253,256,s26/4.pgm,s26/7.pgm,26,26,1
710,353,357,s36/4.pgm,s36/8.pgm,36,36,1
711,138,304,s14/9.pgm,s31/5.pgm,14,31,0
712,227,306,s23/8.pgm,s31/7.pgm,23,31,0
713,262,268,s27/3.pgm,s27/9.pgm,27,27,1
714,328,329,s33/9.pgm,s33/10.pgm,33,33,1
715,29,241,s3/10.pgm,s25/2.pgm,3,25,0
716,221,222,s23/2.pgm,s23/3.pgm,23,23,1
717,20,351,s3/1.pgm,s36/2.pgm,3,36,0
718,130,139,s14/1.pgm,s14/10.pgm,14,14,1
719,73,316,s8/4.pgm,s32/7.pgm,8,32,0
720,223,228,s23/4.pgm,s23/9.pgm,23,23,1
721,115,255,s12/6.pgm,s26/6.pgm,12,26,0
722,322,327,s33/3.pgm,s33/8.pgm,33,33,1
723,228,305,s23/9.pgm,s31/6.pgm,23,31,0
724,29,237,s3/10.pgm,s24/8.pgm,3,24,0
725,342,343,s35/3.pgm,s35/4.pgm,35,35,1
726,54,384,s6/5.pgm,s39/5.pgm,6,39,0
727,22,24,s3/3.pgm,s3/5.pgm,3,3,1
728,267,269,s27/8.pgm,s27/10.pgm,27,27,1
729,311,380,s32/2.pgm,s39/1.pgm,32,39,0
730,228,308,s23/9.pgm,s31/9.pgm,23,31,0
731,288,318,s29/9.pgm,s32/9.pgm,29,32,0
732,211,282,s22/2.pgm,s29/3.pgm,22,29,0
733,117,147,s12/8.pgm,s15/8.pgm,12,15,0
734,321,322,s33/2.pgm,s33/3.pgm,33,33,1
735,27,64,s3/8.pgm,s7/5.pgm,3,7,0
736,286,289,s29/7.pgm,s29/10.pgm,29,29,1
737,235,237,s24/6.pgm,s24/8.pgm,24,24,1
738,321,329,s33/2.pgm,s33/10.pgm,33,33,1
739,60,355,s7/1.pgm,s36/6.pgm,7,36,0
740,24,241,s3/5.pgm,s25/2.pgm,3,25,0
741,305,309,s31/6.pgm,s31/10.pgm,31,31,1
742,327,329,s33/8.pgm,s33/10.pgm,33,33,1
743,140,146,s15/1.pgm,s15/7.pgm,15,15,1
744,323,325,s33/4.pgm,s33/6.pgm,33,33,1
745,44,141,s5/5.pgm,s15/2.pgm,5,15,0
746,380,388,s39/1.pgm,s39/9.pgm,39,39,1
747,310,318,s32/1.pgm,s32/9.pgm,32,32,1
748,123,281,s13/4.pgm,s29/2.pgm,13,29,0
749,7,136,s1/8.pgm,s14/7.pgm,1,14,0
750,334,336,s34/5.pgm,s34/7.pgm,34,34,1
751,43,323,s5/4.pgm,s33/4.pgm,5,33,0
752,304,329,s31/5.pgm,s33/10.pgm,31,33,0
753,303,308,s31/4.pgm,s31/9.pgm,31,31,1
754,311,317,s32/2.pgm,s32/8.pgm,32,32,1
755,7,29,s1/8.pgm,s3/10.pgm,1,3,0
756,58,221,s6/9.pgm,s23/2.pgm,6,23,0
757,210,219,s22/1.pgm,s22/10.pgm,22,22,1
758,117,135,s12/8.pgm,s14/6.pgm,12,14,0
759,27,249,s3/8.pgm,s25/10.pgm,3,25,0
760,222,383,s23/3.pgm,s39/4.pgm,23,39,0
761,55,147,s6/6.pgm,s15/8.pgm,6,15,0
762,4,288,s1/5.pgm,s29/9.pgm,1,29,0
763,5,6,s1/6.pgm,s1/7.pgm,1,1,1
764,212,289,s22/3.pgm,s29/10.pgm,22,29,0
765,309,389,s31/10.pgm,s39/10.pgm,31,39,0
766,261,263,s27/2.pgm,s27/4.pgm,27,27,1
767,380,385,s39/1.pgm,s39/6.pgm,39,39,1
768,44,48,s5/5.pgm,s5/9.pgm,5,5,1
769,64,307,s7/5.pgm,s31/8.pgm,7,31,0
770,67,354,s7/8.pgm,s36/5.pgm,7,36,0
771,225,334,s23/6.pgm,s34/5.pgm,23,34,0
772,212,216,s22/3.pgm,s22/7.pgm,22,22,1
773,214,216,s22/5.pgm,s22/7.pgm,22,22,1
774,220,322,s23/1.pgm,s33/3.pgm,23,33,0
775,59,335,s6/10.pgm,s34/6.pgm,6,34,0
776,141,313,s15/2.pgm,s32/4.pgm,15,32,0
777,142,220,s15/3.pgm,s23/1.pgm,15,23,0
778,65,261,s7/6.pgm,s27/2.pgm,7,27,0
779,49,139,s5/10.pgm,s14/10.pgm,5,14,0
780,142,212,s15/3.pgm,s22/3.pgm,15,22,0
781,340,341,s35/1.pgm,s35/2.pgm,35,35,1
782,222,225,s23/3.pgm,s23/6.pgm,23,23,1
783,211,264,s22/2.pgm,s27/5.pgm,22,27,0
784,385,387,s39/6.pgm,s39/8.pgm,39,39,1
785,67,149,s7/8.pgm,s15/10.pgm,7,15,0
786,69,216,s7/10.pgm,s22/7.pgm,7,22,0
787,119,129,s12/10.pgm,s13/10.pgm,12,13,0
788,118,223,s12/9.pgm,s23/4.pgm,12,23,0
789,350,354,s36/1.pgm,s36/5.pgm,36,36,1
790,325,346,s33/6.pgm,s35/7.pgm,33,35,0
791,221,280,s23/2.pgm,s29/1.pgm,23,29,0
792,327,344,s33/8.pgm,s35/5.pgm,33,35,0
793,131,138,s14/2.pgm,s14/9.pgm,14,14,1
794,250,256,s26/1.pgm,s26/7.pgm,26,26,1
795,41,44,s5/2.pgm,s5/5.pgm,5,5,1
796,20,21,s3/1.pgm,s3/2.pgm,3,3,1
797,332,337,s34/3.pgm,s34/8.pgm,34,34,1
798,131,139,s14/2.pgm,s14/10.pgm,14,14,1
799,215,321,s22/6.pgm,s33/2.pgm,22,33,0
800,223,226,s23/4.pgm,s23/7.pgm,23,23,1
801,74,224,s8/5.pgm,s23/5.pgm,8,23,0
802,331,335,s34/2.pgm,s34/6.pgm,34,34,1
803,27,269,s3/8.pgm,s27/10.pgm,3,27,0
804,22,29,s3/3.pgm,s3/10.pgm,3,3,1
805,288,289,s29/9.pgm,s29/10.pgm,29,29,1
806,211,215,s22/2.pgm,s22/6.pgm,22,22,1
807,231,234,s24/2.pgm,s24/5.pgm,24,24,1
808,286,335,s29/7.pgm,s34/6.pgm,29,34,0
809,7,357,s1/8.pgm,s36/8.pgm,1,36,0
810,228,355,s23/9.pgm,s36/6.pgm,23,36,0
811,352,359,s36/3.pgm,s36/10.pgm,36,36,1
812,350,359,s36/1.pgm,s36/10.pgm,36,36,1
813,383,385,s39/4.pgm,s39/6.pgm,39,39,1
814,45,249,s5/6.pgm,s25/10.pgm,5,25,0
815,123,126,s13/4.pgm,s13/7.pgm,13,13,1
816,246,249,s25/7.pgm,s25/10.pgm,25,25,1
817,353,359,s36/4.pgm,s36/10.pgm,36,36,1
818,0,4,s1/1.pgm,s1/5.pgm,1,1,1
819,249,287,s25/10.pgm,s29/8.pgm,25,29,0
820,302,314,s31/3.pgm,s32/5.pgm,31,32,0
821,243,336,s25/4.pgm,s34/7.pgm,25,34,0
822,42,49,s5/3.pgm,s5/10.pgm,5,5,1
823,1,4,s1/2.pgm,s1/5.pgm,1,1,1
824,21,28,s3/2.pgm,s3/9.pgm,3,3,1
825,301,305,s31/2.pgm,s31/6.pgm,31,31,1
826,330,331,s34/1.pgm,s34/2.pgm,34,34,1
827,250,259,s26/1.pgm,s26/10.pgm,26,26,1
828,302,309,s31/3.pgm,s31/10.pgm,31,31,1
829,43,44,s5/4.pgm,s5/5.pgm,5,5,1
830,50,119,s6/1.pgm,s12/10.pgm,6,12,0
831,23,147,s3/4.pgm,s15/8.pgm,3,15,0
832,306,307,s31/7.pgm,s31/8.pgm,31,31,1
833,211,218,s22/2.pgm,s22/9.pgm,22,22,1
834,24,60,s3/5.pgm,s7/1.pgm,3,7,0
835,42,45,s5/3.pgm,s5/6.pgm,5,5,1
836,320,323,s33/1.pgm,s33/4.pgm,33,33,1
837,74,359,s8/5.pgm,s36/10.pgm,8,36,0
838,333,335,s34/4.pgm,s34/6.pgm,34,34,1
839,63,380,s7/4.pgm,s39/1.pgm,7,39,0
840,147,239,s15/8.pgm,s24/10.pgm,15,24,0
841,0,335,s1/1.pgm,s34/6.pgm,1,34,0
842,137,213,s14/8.pgm,s22/4.pgm,14,22,0
843,341,347,s35/2.pgm,s35/8.pgm,35,35,1
844,355,356,s36/6.pgm,s36/7.pgm,36,36,1
845,239,327,s24/10.pgm,s33/8.pgm,24,33,0
846,29,135,s3/10.pgm,s14/6.pgm,3,14,0
847,243,246,s25/4.pgm,s25/7.pgm,25,25,1
848,308,386,s31/9.pgm,s39/7.pgm,31,39,0
849,345,349,s35/6.pgm,s35/10.pgm,35,35,1
850,77,78,s8/8.pgm,s8/9.pgm,8,8,1
851,71,380,s8/2.pgm,s39/1.pgm,8,39,0
852,5,255,s1/6.pgm,s26/6.pgm,1,26,0
853,137,138,s14/8.pgm,s14/9.pgm,14,14,1
854,0,144,s1/1.pgm,s15/5.pgm,1,15,0
855,210,232,s22/1.pgm,s24/3.pgm,22,24,0
856,69,70,s7/10.pgm,s8/1.pgm,7,8,0
857,263,269,s27/4.pgm,s27/10.pgm,27,27,1
858,221,265,s23/2.pgm,s27/6.pgm,23,27,0
859,383,386,s39/4.pgm,s39/7.pgm,39,39,1
860,46,244,s5/7.pgm,s25/5.pgm,5,25,0
861,26,137,s3/7.pgm,s14/8.pgm,3,14,0
862,120,340,s13/1.pgm,s35/1.pgm,13,35,0
863,340,347,s35/1.pgm,s35/8.pgm,35,35,1
864,382,389,s39/3.pgm,s39/10.pgm,39,39,1
865,3,4,s1/4.pgm,s1/5.pgm,1,1,1
866,351,356,s36/2.pgm,s36/7.pgm,36,36,1
867,254,258,s26/5.pgm,s26/9.pgm,26,26,1
868,255,332,s26/6.pgm,s34/3.pgm,26,34,0
869,60,259,s7/1.pgm,s26/10.pgm,7,26,0
870,325,327,s33/6.pgm,s33/8.pgm,33,33,1
871,252,257,s26/3.pgm,s26/8.pgm,26,26,1
872,143,330,s15/4.pgm,s34/1.pgm,15,34,0
873,116,118,s12/7.pgm,s12/9.pgm,12,12,1
874,62,354,s7/3.pgm,s36/5.pgm,7,36,0
875,223,227,s23/4.pgm,s23/8.pgm,23,23,1
876,248,357,s25/9.pgm,s36/8.pgm,25,36,0
877,246,321,s25/7.pgm,s33/2.pgm,25,33,0
878,304,308,s31/5.pgm,s31/9.pgm,31,31,1
879,353,358,s36/4.pgm,s36/9.pgm,36,36,1
880,126,149,s13/7.pgm,s15/10.pgm,13,15,0
881,229,307,s23/10.pgm,s31/8.pgm,23,31,0
882,78,335,s8/9.pgm,s34/6.pgm,8,34,0
883,327,380,s33/8.pgm,s39/1.pgm,33,39,0
884,314,319,s32/5.pgm,s32/10.pgm,32,32,1
885,341,348,s35/2.pgm,s35/9.pgm,35,35,1
886,263,265,s27/4.pgm,s27/6.pgm,27,27,1
887,112,114,s12/3.pgm,s12/5.pgm,12,12,1
888,338,339,s34/9.pgm,s34/10.pgm,34,34,1
889,110,313,s12/1.pgm,s32/4.pgm,12,32,0
890,236,250,s24/7.pgm,s26/1.pgm,24,26,0
891,323,327,s33/4.pgm,s33/8.pgm,33,33,1
892,3,7,s1/4.pgm,s1/8.pgm,1,1,1
893,285,387,s29/6.pgm,s39/8.pgm,29,39,0
894,227,228,s23/8.pgm,s23/9.pgm,23,23,1
895,144,146,s15/5.pgm,s15/7.pgm,15,15,1
896,112,235,s12/3.pgm,s24/6.pgm,12,24,0
897,231,322,s24/2.pgm,s33/3.pgm,24,33,0
898,59,264,s6/10.pgm,s27/5.pgm,6,27,0
899,320,324,s33/1.pgm,s33/5.pgm,33,33,1
900,9,300,s1/10.pgm,s31/1.pgm,1,31,0
901,236,256,s24/7.pgm,s26/7.pgm,24,26,0
902,51,56,s6/2.pgm,s6/7.pgm,6,6,1
903,224,229,s23/5.pgm,s23/10.pgm,23,23,1
904,384,387,s39/5.pgm,s39/8.pgm,39,39,1
905,216,217,s22/7.pgm,s22/8.pgm,22,22,1
906,218,354,s22/9.pgm,s36/5.pgm,22,36,0
907,29,247,s3/10.pgm,s25/8.pgm,3,25,0
908,262,265,s27/3.pgm,s27/6.pgm,27,27,1
909,256,257,s26/7.pgm,s26/8.pgm,26,26,1
910,128,256,s13/9.pgm,s26/7.pgm,13,26,0
911,286,288,s29/7.pgm,s29/9.pgm,29,29,1
912,40,72,s5/1.pgm,s8/3.pgm,5,8,0
913,43,48,s5/4.pgm,s5/9.pgm,5,5,1
914,74,118,s8/5.pgm,s12/9.pgm,8,12,0
915,146,237,s15/7.pgm,s24/8.pgm,15,24,0
916,265,310,s27/6.pgm,s32/1.pgm,27,32,0
917,266,268,s27/7.pgm,s27/9.pgm,27,27,1
918,236,237,s24/7.pgm,s24/8.pgm,24,24,1
919,28,319,s3/9.pgm,s32/10.pgm,3,32,0
920,60,62,s7/1.pgm,s7/3.pgm,7,7,1
921,41,280,s5/2.pgm,s29/1.pgm,5,29,0
922,56,219,s6/7.pgm,s22/10.pgm,6,22,0
923,231,238,s24/2.pgm,s24/9.pgm,24,24,1
924,79,323,s8/10.pgm,s33/4.pgm,8,33,0
925,111,339,s12/2.pgm,s34/10.pgm,12,34,0
926,146,267,s15/7.pgm,s27/8.pgm,15,27,0
927,132,284,s14/3.pgm,s29/5.pgm,14,29,0
928,382,387,s39/3.pgm,s39/8.pgm,39,39,1
