pair_id,left_index,right_index,target,raw_score,pca_score
536,320,327,1,-16.298677150643176,-15.56915177329252
537,333,334,1,-10.550640951130994,-7.94220993850454
538,0,3,1,-21.19759816209908,-20.624872131542777
539,210,317,0,-24.219730222726774,-23.824488581641734
540,111,112,1,-12.301229242704355,-10.823917147888848
541,282,286,1,-13.334075993233514,-11.898672251766925
542,58,243,0,-24.844014700077647,-24.437685502252045
543,306,349,0,-22.477079511628318,-22.087642019606307
544,69,330,0,-25.904888004541615,-25.56707810599029
545,216,219,1,-14.905018588341616,-14.137747617813579
546,21,282,0,-20.958304493716142,-20.306130954376183
547,222,280,0,-16.318543762522253,-15.354346375216341
548,282,287,1,-13.708907022758734,-12.546658616753193
549,128,252,0,-15.468765489440873,-14.617318431023
550,281,347,0,-23.334819514375727,-22.67077311623549
551,143,233,0,-17.91275906729478,-17.117231456150527
552,130,281,0,-27.975546656790534,-27.631779403727318
553,355,358,1,-17.411574029373778,-17.15074985733529
554,356,386,0,-23.38509841934928,-22.903389623599477
555,40,319,0,-20.207478082690308,-19.591549649854425
556,310,313,1,-17.044355406001173,-16.775613458680912
557,121,126,1,-14.70560832211181,-13.828726139362978
558,310,317,1,-15.422809534860978,-15.045113257617519
559,62,388,0,-24.884387493396623,-24.433171646459076
560,147,267,0,-19.08151890215704,-18.414976197433546
561,23,25,1,-15.137986294359152,-14.153515445115653
562,257,259,1,-7.369922522252667,-3.903028295425879
563,288,303,0,-23.726477444348063,-23.21798147701623
564,260,269,1,-12.406270604536209,-11.287389428583973
565,47,49,1,-13.600374021146791,-12.33216285445968
566,57,58,1,-13.787011862040154,-12.756928207460183
567,57,261,0,-30.252066188110902,-29.867148562275514
568,117,382,0,-30.12353413777734,-29.73770681380813
569,48,283,0,-21.790197289193532,-21.108251471799843
570,281,287,1,-14.744072244860112,-13.83654347813324
571,20,25,1,-12.680792035555262,-11.44180302900295
572,232,239,1,-11.584181369816054,-10.230700901073865
573,235,265,0,-19.971938207741257,-19.412185638867424
574,70,71,1,-7.2642654047487145,-5.066667854173118
575,67,69,1,-18.080197581761503,-17.639983082297135
576,214,316,0,-21.975644792941285,-21.652183746867454
577,56,57,1,-11.805055043947414,-10.330270286133432
578,4,227,0,-26.699112574040207,-26.339276244644168
579,342,353,0,-24.429290627011397,-23.968410949337127
580,262,269,1,-13.90675423445284,-13.0947183137916
581,310,382,0,-30.596565212450045,-30.332724297013545
582,301,303,1,-13.768521197250704,-13.167997805209474
583,282,285,1,-15.24751077425375,-14.123356360671199
584,239,312,0,-26.445865251004168,-26.0192154614861
585,223,318,0,-23.416650048472096,-22.883833188779775
586,70,76,1,-10.450522107492562,-8.867932346051047
587,58,326,0,-26.555613680282974,-26.19217748982349
588,43,213,0,-22.716747407647805,-22.273885160868783
589,285,288,1,-17.517080143356562,-16.618558760197246
590,322,358,0,-25.494097893198482,-25.132005462206724
591,218,261,0,-24.226734492192957,-23.655920690909344
592,63,66,1,-14.757457517045465,-14.050173323595672
593,322,324,1,-14.273595129452655,-13.101757746848962
594,4,6,1,-17.760983806653346,-17.196503709335257
595,383,389,1,-13.552871773888274,-12.498450000059755
596,139,217,0,-18.741160149239732,-18.16534466534046
597,237,239,1,-14.81029610700152,-13.97578362561591
598,72,75,1,-8.459103734069751,-6.218056892793428
599,304,348,0,-23.588952197182994,-23.410683594248557
600,2,3,1,-20.916122660748872,-20.316529370446823
601,346,388,0,-25.25496689569825,-24.85530669307163
602,41,227,0,-21.453443157613606,-20.882413487210727
603,253,257,1,-9.214205486927147,-6.8412367748601515
604,265,280,0,-23.644906747158156,-23.1395194392127
605,344,349,1,-13.135091235545508,-11.900993018742954
606,239,261,0,-24.3069868422101,-23.846977542357163
607,264,319,0,-19.603575334435153,-18.899024439734156
608,244,351,0,-24.105039555684183,-23.636549188738364
609,70,259,0,-25.72221127896506,-25.212234083742786
610,77,130,0,-28.954982957088287,-28.639855357622643
611,147,241,0,-20.12492177899843,-19.536199769429743
612,113,115,1,-18.52348798522895,-18.071664548012862
613,65,69,1,-15.237218218121285,-14.667219859120706
614,50,312,0,-24.516655009820823,-24.017663770230044
615,76,325,0,-25.216034020674975,-24.73639465442544
616,112,119,1,-16.02828091438795,-15.183385537278099
617,356,357,1,-16.6062935276637,-16.038064399154646
618,24,28,1,-18.050736851958085,-17.315202296648565
619,124,129,1,-7.886617025796296,-4.380428301015487
620,7,388,0,-31.72217399568443,-31.31229227944112
621,133,149,0,-23.583299258247493,-22.998364120239692
622,231,305,0,-19.586476671853163,-18.70015487900916
623,135,380,0,-21.833086590151623,-21.31815338808123
624,236,287,0,-19.269410311676303,-18.558342423146357
625,127,128,1,-13.567765925402506,-12.584199260381727
626,28,47,0,-17.171498536136983,-16.340352584818806
627,340,345,1,-19.726803619716048,-19.186701110015797
628,244,249,1,-17.68182547898467,-16.883614247048424
629,70,121,0,-24.670430060999227,-24.14226265782444
630,112,281,0,-23.779693965488416,-23.13452860144649
631,2,6,1,-16.41784180534466,-15.576396101303988
632,226,229,1,-12.459873595400499,-11.116677877449723
633,125,129,1,-13.4939311305048,-12.656996088002442
634,227,351,0,-18.78865279633581,-18.375973027982294
635,243,330,0,-21.37197480050218,-20.904299885159983
636,328,383,0,-18.905253374356434,-18.156162316889457
637,129,239,0,-24.752532380038257,-24.210582060020432
638,113,118,1,-13.925687126105014,-12.901778257069012
639,242,388,0,-24.26319317000481,-23.647867752859042
640,43,313,0,-18.947375526311358,-18.48536055827107
641,41,234,0,-21.25792854044046,-20.629753702382438
642,48,56,0,-16.90044804280876,-15.957144396165168
643,266,267,1,-13.986588164845223,-12.975980616833978
644,384,388,1,-9.850588001643885,-7.524069719218051
645,254,256,1,-17.878041342587643,-17.214365421607447
646,62,64,1,-13.413862051661502,-12.738520972178216
647,4,7,1,-15.913698228679124,-15.055778473104361
648,51,55,1,-12.324388532294172,-10.46135585725128
649,256,258,1,-14.225102248557855,-12.936921520506127
650,284,288,1,-16.61527730353384,-15.551286049134387
651,40,41,1,-10.59236570950167,-9.3172288565706
652,262,267,1,-19.28284561420269,-18.512636145993824
653,343,346,1,-15.511780382820863,-14.551025031571942
654,46,49,1,-15.125081481582548,-13.876269980801222
655,341,343,1,-11.733833079762231,-10.195966958710347
656,222,359,0,-23.816465568731953,-23.50382037034387
657,8,29,0,-21.76697787339295,-21.215332566879564
658,250,253,1,-13.95377429672945,-12.866874774727115
659,57,326,0,-25.205891996575975,-24.602129035445955
660,62,69,1,-14.75864599943211,-14.222938352954987
661,70,78,1,-12.295356866373575,-11.055505315186757
662,3,265,0,-29.311668364512293,-28.955817791019552
663,75,78,1,-11.877784202638322,-10.502767256808927
664,135,230,0,-22.853519575641883,-22.314902360459833
665,385,388,1,-14.831853606344255,-13.896912649697219
666,70,75,1,-14.661413250734276,-13.679850047087076
667,69,79,0,-21.241937979475043,-20.78407611481312
668,224,313,0,-25.34110497040797,-25.01482763795109
669,240,249,1,-9.425942977654797,-7.224693954491619
670,114,117,1,-16.161984717841616,-15.453550232676234
671,118,141,0,-18.729542226364526,-17.878930856407663
672,75,77,1,-12.08384490116003,-10.535904230401277
673,263,330,0,-23.190225164465403,-22.669351688041907
674,56,64,0,-23.102941994245707,-22.56172846539035
675,266,304,0,-25.246673291752685,-25.047252859986987
676,258,348,0,-20.247947264545367,-19.586193380916587
677,307,308,1,-13.027132696388309,-11.705474179492118
678,280,385,0,-15.397064213750017,-14.446682033115549
679,246,248,1,-8.859518184416155,-6.745753114326732
680,20,27,1,-13.616271203441029,-12.579143531957214
681,287,385,0,-18.649659566371845,-18.11592293492957
682,353,355,1,-19.365374110383453,-18.902162117492683
683,220,230,0,-19.611867036648093,-18.76624613646379
684,306,309,1,-22.515113467035874,-22.231972384814107
685,313,315,1,-19.08851167134842,-18.82791804540625
686,132,139,1,-17.138698306923704,-16.714301747126246
687,304,307,1,-22.525848307955922,-22.027728991703647
688,252,301,0,-24.00615067171187,-23.6446154480398
689,125,127,1,-15.21628047186673,-14.597328621853315
690,51,53,1,-13.673759265635256,-12.568307657911852
691,244,247,1,-10.095426675658484,-7.847171024654094
692,240,247,1,-16.529919748812077,-15.630685836073033
693,117,356,0,-20.858058562378396,-20.315022642270534
694,2,222,0,-26.378918496317034,-25.921717724443884
695,125,147,0,-22.496120564697264,-22.111099949593676
696,73,79,1,-12.479129813930916,-11.211294260390968
697,350,355,1,-20.81509709131301,-20.54921949680409
698,136,356,0,-25.945680818990915,-25.589095224850542
699,329,345,0,-24.356488326674356,-23.788960626867492
700,130,138,1,-19.810542198172698,-19.533262253074998
701,130,135,1,-17.33944752504401,-17.04614837914236
702,110,350,0,-19.769449639297438,-19.331957251623518
703,239,319,0,-22.37644616684121,-21.75151993814858
704,318,355,0,-20.606877562193567,-20.129738595389316
705,114,231,0,-22.377314483347362,-21.729022200739685
706,135,146,0,-21.639623096039763,-21.18366369144213
707,381,387,1,-13.588634109752137,-12.402726158703729
708,51,57,1,-13.742379658455361,-12.28124646225679
709,253,256,1,-16.74047604369261,-15.909945812175112
710,353,357,1,-13.01748596125586,-12.247880904023468
711,138,304,0,-25.456239893077818,-25.243083456144944
712,227,306,0,-17.0810444063972,-16.436495955021314
713,262,268,1,-17.594463356321306,-16.903644001595396
714,328,329,1,-16.88448179227666,-16.14333235300795
715,29,241,0,-16.472022391592947,-15.60989583739956
716,221,222,1,-15.488566146146914,-14.753601699363148
717,20,351,0,-20.264751953181538,-19.777815800129456
718,130,139,1,-17.428649334822246,-17.205368833785744
719,73,316,0,-22.241874234481887,-21.887589594561835
720,223,228,1,-11.300271577361606,-9.881547433442243
721,115,255,0,-15.469232279646162,-14.705088035628009
722,322,327,1,-14.46966518247729,-13.484658207304367
723,228,305,0,-19.812288044745372,-19.13177753631485
724,29,237,0,-21.593987079241767,-20.918164485595266
725,342,343,1,-17.50215247588902,-16.477597152838293
726,54,384,0,-29.12218636123312,-28.559306611923613
727,22,24,1,-17.287612988361534,-16.645668318513888
728,267,269,1,-15.517513715723453,-14.794026167537675
729,311,380,0,-28.680788669277398,-28.225181299096555
730,228,308,0,-17.03699124356799,-16.12215049373019
731,288,318,0,-27.438496341319198,-26.96361244178684
732,211,282,0,-16.151511047949786,-15.043125674326998
733,117,147,0,-21.159787495220414,-20.6125940875247
734,321,322,1,-10.305678979995141,-8.650041229419898
735,27,64,0,-20.57694405262303,-19.99279532446052
736,286,289,1,-11.22390254910809,-9.329065280914264
737,235,237,1,-8.896288642381904,-6.47230295747214
738,321,329,1,-4.919951484191055,-2.2321720443495123
739,60,355,0,-19.999362333579935,-19.363985684418147
740,24,241,0,-16.758165963471072,-16.022394904487275
741,305,309,1,-20.49175889165024,-20.0845879164878
742,327,329,1,-13.034856279459897,-12.169396841441658
743,140,146,1,-17.752738115367062,-16.85671589916983
744,323,325,1,-18.781935506143174,-18.099382450493454
745,44,141,0,-17.182641583370284,-16.268740210060198
746,380,388,1,-13.693738527544738,-12.481537442623138
747,310,318,1,-15.794551871080936,-15.267426142266698
748,123,281,0,-26.3346766114509,-25.7766501418705
749,7,136,0,-24.957551089018487,-24.509477998033493
750,334,336,1,-11.258081467388191,-10.122096087584373
751,43,323,0,-24.319137972660403,-23.764054043256863
752,304,329,0,-23.600273761080224,-23.264357076338598
753,303,308,1,-22.29018747049423,-21.702525845023352
754,311,317,1,-14.450907434982394,-13.752516108506283
755,7,29,0,-19.69147890467391,-18.901523263802954
756,58,221,0,-22.00220441548475,-21.638913896874175
757,210,219,1,-12.429652518959966,-11.515275190888666
758,117,135,0,-22.722344798198364,-22.26502523080558
759,27,249,0,-15.732498510096635,-14.767724891461452
760,222,383,0,-22.547989271942907,-21.905814395920732
761,55,147,0,-24.612589959705538,-24.017920045151676
762,4,288,0,-33.83520797891983,-33.46089872176868
763,5,6,1,-15.684667043829803,-14.803250955193406
764,212,289,0,-15.00332182462123,-13.7296434449795
765,309,389,0,-22.1857693806959,-21.815744055979156
766,261,263,1,-11.6095485139141,-10.38748826568041
767,380,385,1,-15.78518136888284,-14.824172201304762
768,44,48,1,-11.311094680913234,-9.86464018506484
769,64,307,0,-21.92124682092483,-21.348226978074358
770,67,354,0,-18.636510368202917,-18.312855172794844
771,225,334,0,-26.127987584925105,-25.62858103369246
772,212,216,1,-10.180533576982956,-8.179521490290734
773,214,216,1,-13.684472302971237,-12.735605943034635
774,220,322,0,-22.582834165299055,-21.878356692689415
775,59,335,0,-30.44423934267761,-29.98030703755829
776,141,313,0,-21.906890061766113,-21.468168172235025
777,142,220,0,-20.245092282261613,-19.384716549060148
778,65,261,0,-24.070394307071943,-23.648642521827753
779,49,139,0,-26.59659339743946,-26.229832670947452
780,142,212,0,-17.977621883461428,-16.962911915101078
781,340,341,1,-16.45987747785658,-15.65238636636173
782,222,225,1,-13.789237228966613,-12.946100287252245
783,211,264,0,-23.016073156431283,-22.320402935097924
784,385,387,1,-16.967880733190253,-16.30233425367896
785,67,149,0,-18.891241276634943,-18.2776744158651
786,69,216,0,-23.348425660693334,-22.947135635023688
787,119,129,0,-18.195948695152474,-17.355049810098627
788,118,223,0,-21.585987736481172,-21.011190738210928
789,350,354,1,-13.054911568249455,-12.59949990166697
790,325,346,0,-24.285932636145947,-23.9742658487401
791,221,280,0,-20.683236428603788,-20.063326637257667
792,327,344,0,-26.637943213777017,-26.176300406949874
793,131,138,1,-19.234441935855095,-18.792629335238026
794,250,256,1,-13.591575614006,-12.343552002363495
795,41,44,1,-14.672742917333204,-13.608785457285482
796,20,21,1,-11.432851350401878,-9.896296040854699
797,332,337,1,-12.937553610470415,-11.95431031888599
798,131,139,1,-16.865731162013834,-16.41879125486181
799,215,321,0,-17.941488538194722,-17.439818189209255
800,223,226,1,-10.25499221720436,-8.686613132156994
801,74,224,0,-25.5380526300595,-25.061852494079275
802,331,335,1,-11.953084306807215,-10.794242240282637
803,27,269,0,-20.09750601670942,-19.62886385698196
804,22,29,1,-10.11489965327986,-8.056314050395184
805,288,289,1,-13.467856957120704,-12.24801231965679
806,211,215,1,-11.70900496509054,-10.193566092184703
807,231,234,1,-13.125948290202652,-11.690224601167074
808,286,335,0,-22.065034045711634,-21.36119286513992
809,7,357,0,-23.545148557632086,-23.09528452934255
810,228,355,0,-22.219933958337688,-21.70373147426227
811,352,359,1,-18.507159664022975,-18.122863825552606
812,350,359,1,-20.822537888279445,-20.697583201043795
813,383,385,1,-13.489323819715745,-12.395333371604904
814,45,249,0,-16.37180278901533,-15.479449723233397
815,123,126,1,-14.568561460795198,-13.669576526315298
816,246,249,1,-9.78890955394016,-7.701808435499144
817,353,359,1,-19.002388896509515,-18.673982886032245
818,0,4,1,-20.211911528425237,-19.645290516128973
819,249,287,0,-21.779239296454254,-21.181706492234063
820,302,314,0,-21.194300316130384,-20.723733930976717
821,243,336,0,-22.90232885461378,-22.448941961489584
822,42,49,1,-14.757761033793551,-13.626419000410577
823,1,4,1,-15.320371949088226,-14.20368676118249
824,21,28,1,-13.308227713331133,-12.110865684826074
825,301,305,1,-18.70997547305686,-18.31934824886688
826,330,331,1,-11.377317133670584,-10.575403966634767
827,250,259,1,-15.995990971843515,-15.018465820568775
828,302,309,1,-13.212419206556346,-12.638083031512881
829,43,44,1,-12.805686975826251,-11.321188442559516
830,50,119,0,-22.70221529221766,-22.097339357017535
831,23,147,0,-19.837499150628005,-19.189092956065387
832,306,307,1,-14.969777555260674,-14.103997076657793
833,211,218,1,-9.836441968944516,-7.344293948187061
834,24,60,0,-23.67052608822708,-23.046855679422467
835,42,45,1,-13.488122875018174,-12.54135800539923
836,320,323,1,-14.424678080770612,-13.334838442726845
837,74,359,0,-21.435625260554797,-21.131269777677623
838,333,335,1,-14.460650137252292,-13.445557704550998
839,63,380,0,-25.815850979902077,-25.330117056898768
840,147,239,0,-17.914829673358856,-17.423331436746132
841,0,335,0,-25.41089886654513,-24.81624901502211
842,137,213,0,-19.428180606010756,-18.992919897700922
843,341,347,1,-12.986877558804506,-11.823626206154302
844,355,356,1,-11.97446056575038,-10.754182599020927
845,239,327,0,-19.523398163021387,-18.9448739387131
846,29,135,0,-20.72893077381596,-20.125347824434687
847,243,246,1,-14.611343066063174,-13.549913093833819
848,308,386,0,-16.28690342300803,-15.342927666744405
849,345,349,1,-20.49970838644764,-19.969555511138157
850,77,78,1,-14.065632169240226,-13.20243397733487
851,71,380,0,-23.603933810358257,-23.022096438077988
852,5,255,0,-22.34173824000497,-21.75055505969532
853,137,138,1,-16.52413983756693,-16.128913941744432
854,0,144,0,-20.481418318437047,-19.69549437864354
855,210,232,0,-20.0381078187393,-19.402267899928432
856,69,70,0,-23.913832840883686,-23.555898202293683
857,263,269,1,-13.834137381116502,-13.09517553090347
858,221,265,0,-21.82574326981187,-21.41231500721362
859,383,386,1,-14.814197151953206,-13.883019003187686
860,46,244,0,-12.506964280832293,-11.227310812542573
861,26,137,0,-22.211306219013256,-21.75109109519794
862,120,340,0,-20.291312679780216,-19.744209071721183
863,340,347,1,-17.550266683490594,-16.748508230687772
864,382,389,1,-13.965009141134026,-13.088287036986214
865,3,4,1,-16.886224763100465,-16.08460598572716
866,351,356,1,-14.691347977315973,-14.118257903441652
867,254,258,1,-14.921855576507692,-13.940390842817969
868,255,332,0,-23.89450081273444,-23.38039658316035
869,60,259,0,-20.695664920617098,-19.88810501877032
870,325,327,1,-17.76412650174982,-17.14592344859236
871,252,257,1,-15.47940750771857,-14.568072038913698
872,143,330,0,-19.360513815984348,-18.80236072637777
873,116,118,1,-14.2784565312615,-13.32519500181847
874,62,354,0,-17.212615104716555,-16.744055872592593
875,223,227,1,-16.545755643107597,-15.945908358332671
876,248,357,0,-22.617624427944097,-22.0782981735818
877,246,321,0,-24.566770456147808,-24.067456694640306
878,304,308,1,-22.52119310484703,-22.09755942322613
879,353,358,1,-15.081552865762879,-14.712893079737356
880,126,149,0,-19.718650612318246,-18.99181060111177
881,229,307,0,-17.339788609101735,-16.503390345992084
882,78,335,0,-28.355065723087588,-27.89418611324485
883,327,380,0,-18.781530635687727,-18.036146064408932
884,314,319,1,-16.09395907933502,-15.471699643148602
885,341,348,1,-22.790523014867208,-22.42485457434744
886,263,265,1,-19.41644207242514,-18.827597434578927
887,112,114,1,-14.837426259780633,-13.91904432964619
888,338,339,1,-8.11789362002474,-4.431470546884371
889,110,313,0,-21.0504635696121,-20.642206756632962
890,236,250,0,-23.525302315565227,-22.93535377795255
891,323,327,1,-14.263050720359844,-13.426564176402152
892,3,7,1,-16.965670402348508,-16.099247553396076
893,285,387,0,-16.687127079584286,-15.785506424294265
894,227,228,1,-16.039102932083313,-15.259550146006234
895,144,146,1,-9.513265041280718,-7.3349792509680585
896,112,235,0,-24.203985763324248,-23.67618665429942
897,231,322,0,-20.08532934839335,-19.16003232654407
898,59,264,0,-30.134871404161586,-29.625120116486904
899,320,324,1,-12.688058656500424,-11.119473949986736
900,9,300,0,-26.676961351799623,-26.252740836606907
901,236,256,0,-21.883367574890205,-21.2349083470458
902,51,56,1,-14.102234647489475,-12.856494958806636
903,224,229,1,-17.837801357741323,-17.159683123186873
904,384,387,1,-13.847484061136429,-12.812115630247058
905,216,217,1,-9.78012347446924,-7.225696753322837
906,218,354,0,-26.9745703531533,-26.542881927813358
907,29,247,0,-18.79817785868894,-17.970934431036422
908,262,265,1,-20.296750274946124,-19.720770928699114
909,256,257,1,-16.683432831206115,-15.875856270305237
910,128,256,0,-15.781681863828501,-14.911826476678542
911,286,288,1,-16.506016630088084,-15.64346246551177
912,40,72,0,-22.169109362165457,-21.58011868760518
913,43,48,1,-15.230574483496133,-14.318162930199632
914,74,118,0,-19.828950496361553,-19.249881600603796
915,146,237,0,-19.243957748248082,-18.46744851955449
916,265,310,0,-23.02132774112731,-22.69679019864469
917,266,268,1,-15.98530662846392,-15.503104648159852
918,236,237,1,-12.542546666135532,-11.449070309904815
919,28,319,0,-19.716892863210482,-18.98228655018658
920,60,62,1,-10.25839133504169,-8.35185121779239
921,41,280,0,-22.27706007839697,-21.588612431532365
922,56,219,0,-31.235624571872158,-30.854137563702405
923,231,238,1,-12.544241112074115,-10.969194176618558
924,79,323,0,-27.729592832720673,-27.26828128337747
925,111,339,0,-26.340624779087435,-25.798660801800434
926,146,267,0,-20.16560855245925,-19.339032839608876
927,132,284,0,-26.492049484233412,-25.97110682682475
928,382,387,1,-15.660530872397073,-14.922699959952421
929,242,254,0,-17.83597840143402,-17.008453354987694
930,0,7,1,-16.535619848123854,-15.431241518290285
931,386,388,1,-13.266030064579114,-12.175749851820447
932,140,341,0,-20.80457090976123,-20.175538886748317
933,223,307,0,-18.503560482612006,-17.739593179342574
934,61,63,1,-14.585360555417617,-13.749469559448713
935,235,242,0,-21.052697561495847,-20.397573049083988
936,48,234,0,-22.644542970504183,-22.059526480568103
937,59,213,0,-30.355267999643164,-29.97712329098215
938,341,349,1,-21.293727300991492,-20.860860169372838
939,344,348,1,-13.840440666545968,-12.90028313673155
940,314,316,1,-18.617087393510474,-18.37504835189056
941,232,234,1,-19.40048632085059,-18.893032900591436
942,117,136,0,-23.772731032433505,-23.27669221420735
943,222,227,1,-14.074802421119736,-13.224222667024119
944,122,225,0,-23.91434302516236,-23.44858657390035
945,130,352,0,-28.88366798882266,-28.55476451482712
946,68,69,1,-15.05218529445452,-14.435624916210365
947,126,128,1,-14.173222270817494,-13.40006808001553
948,6,330,0,-25.89837708425417,-25.548301665845354
949,120,121,1,-9.357761993484829,-6.923257044780914
950,116,381,0,-26.10598254970845,-25.59740400480787
951,230,236,1,-9.17193914112083,-7.243398979326939
952,138,260,0,-20.98262730076949,-20.536977824166943
953,64,67,1,-16.881026833026908,-16.317123401277097
954,123,222,0,-25.875719863524246,-25.440325270819123
955,333,339,1,-15.795615517756525,-14.895241585141019
956,4,251,0,-22.213253705553868,-21.79379730359784
957,110,125,0,-17.574372656852674,-16.955730858695308
958,77,300,0,-24.45201968849418,-23.931901228736017
959,6,7,1,-16.96283793562539,-16.17246522859147
960,250,252,1,-11.036004446648096,-9.334009558037058
961,344,346,1,-20.36723546119935,-19.784011396037663
962,128,385,0,-29.140871075463807,-28.730298628422744
963,280,283,1,-11.439534671350064,-9.678735959453462
964,311,312,1,-11.147040366587627,-9.592195282185221
965,301,339,0,-18.210483754980284,-17.611839517203478
966,353,356,1,-18.63342223907845,-18.191410767886623
967,60,63,1,-11.53579943729682,-9.998036313303169
968,321,327,1,-13.380519640340864,-12.578968980236102
969,213,303,0,-21.160887757574045,-20.778752667794564
970,119,312,0,-22.979000051484743,-22.474468147983092
971,351,357,1,-16.913103178295458,-16.468937717165197
972,112,239,0,-24.61586838645389,-24.110491446798502
973,126,127,1,-6.77102540247371,-2.78753447548792
974,381,383,1,-13.96286098988332,-12.839717883656697
975,310,314,1,-13.73741151920123,-13.110072643358855
976,260,268,1,-15.787525692008552,-14.815173417782935
977,340,349,1,-19.781962083568267,-19.31375099435104
978,326,329,1,-13.531345596740172,-12.527544217041253
979,64,126,0,-23.300743892885222,-22.8821401019029
980,266,306,0,-21.086676012275188,-20.702646942264177
981,333,337,1,-15.2344093413708,-14.267536141466543
982,131,304,0,-24.506243558751585,-24.167730578198583
983,217,289,0,-15.365705163596578,-14.270726019780806
984,46,136,0,-22.009496661429623,-21.42813324961484
985,133,257,0,-22.208233538038545,-21.652753177083206
986,137,219,0,-18.65543089913252,-18.210162641242075
987,21,23,1,-16.16367835484495,-15.202959865470834
988,130,242,0,-24.855006121977095,-24.436833577066587
989,74,237,0,-22.635341982704908,-22.14079617346678
990,129,381,0,-27.432636938050045,-26.87843850239248
991,60,343,0,-23.649038421524416,-22.94135158128785
992,8,72,0,-26.647129157016636,-26.25773926621801
993,315,318,1,-12.80845177126896,-11.804515375714137
994,7,389,0,-30.406971503462838,-29.92665496571293
995,225,228,1,-10.200974892374463,-8.591852061855258
996,313,318,1,-18.278403719397776,-17.703224220248366
997,55,337,0,-30.08821637604425,-29.552071828746715
998,118,313,0,-22.267172714550256,-21.880283869064343
999,56,220,0,-19.18648038127954,-18.402470410189576
1000,63,68,1,-14.724027760036803,-14.176028813511556
1001,41,313,0,-18.972364841489135,-18.419947664375485
1002,29,282,0,-23.367576739646246,-22.696295129423987
1003,112,358,0,-21.417388368697353,-21.046005745078787
1004,308,351,0,-19.669297735036565,-19.224776773473504
1005,334,388,0,-22.20347696502734,-21.57063028245186
1006,238,359,0,-20.086424016953256,-19.63252349517397
1007,343,345,1,-14.080917786708577,-12.815750753507592
1008,213,288,0,-15.69314343698633,-14.828319342581091
1009,332,335,1,-11.976041368706422,-11.039666412477342
1010,382,383,1,-7.645079918653567,-4.922602018332817
1011,5,235,0,-23.615940374589666,-23.097182324582707
1012,248,349,0,-19.613837908860386,-19.028038924047824
1013,340,344,1,-22.04432915832586,-21.515110303880522
1014,28,111,0,-18.16809006294005,-17.33713568556107
1015,143,146,1,-17.197761963692678,-16.268906624646373
1016,22,25,1,-15.059906992720943,-14.044796855408087
1017,5,387,0,-30.01005806122386,-29.632265576801352
1018,144,286,0,-15.542442898928,-14.392326333437756
1019,73,110,0,-21.280891782955283,-20.753807716951833
1020,146,149,1,-9.028995358120188,-6.800687798221379
1021,25,26,1,-11.246145689418004,-9.753725023575738
1022,139,322,0,-26.43279840225322,-26.080236095132605
1023,248,316,0,-20.84090062200386,-20.345439036581674
1024,241,249,1,-10.075417495584508,-8.147728864585146
1025,269,284,0,-23.41946963329237,-22.947810655824714
1026,223,383,0,-22.19263733237268,-21.6191702242206
1027,129,331,0,-24.53639408362962,-24.06668238057843
1028,61,130,0,-25.980422087839486,-25.709846465540416
1029,387,389,1,-15.94690875646402,-15.121662494339228
1030,59,73,0,-26.364636072960625,-25.85867708560084
1031,134,137,1,-17.236834606487555,-16.690575331346857
1032,330,339,1,-13.831939446808681,-13.047486060366719
1033,221,322,0,-22.718394962820675,-22.152233693607215
1034,22,26,1,-15.032617026677654,-14.142706909501056
1035,251,255,1,-12.919559335597679,-11.542218625735297
1036,312,316,1,-20.754204432048727,-20.337946091267614
1037,287,386,0,-15.872596864131358,-15.008100222790404
1038,241,383,0,-26.123368440190987,-25.58009156590454
1039,131,133,1,-14.786455779964777,-14.067993464486841
1040,1,7,1,-22.462034635929754,-21.87533505451794
1041,311,316,1,-20.939549990081474,-20.632268233790658
1042,141,146,1,-10.275336221302025,-8.348263399878252
1043,247,335,0,-23.51048410684048,-22.876329479577155
1044,40,380,0,-23.987838890991743,-23.37049982174794
1045,262,264,1,-11.84108254031573,-10.713016693980318
1046,210,217,1,-9.849071894675172,-7.95722796687893
1047,224,259,0,-20.292278428185526,-19.58945772128943
1048,222,224,1,-7.39174926832422,-4.879483309173143
1049,342,345,1,-19.883531559462167,-19.12295490747754
1050,343,348,1,-21.98310175120269,-21.497304522116007
1051,256,389,0,-25.99888882353765,-25.48671555534338
1052,61,133,0,-25.527420527471364,-25.02512101642219
1053,222,229,1,-17.214779923505716,-16.42855053798226
1054,311,356,0,-22.969303012272185,-22.541311355105126
1055,148,149,1,-10.886519864000002,-9.235927522667971
1056,76,211,0,-23.684506574967504,-23.06531753405208
1057,354,358,1,-18.716517208363946,-18.602475547502547
1058,115,300,0,-22.801248741031483,-22.303689384138956
1059,52,54,1,-13.463702434493232,-12.087307683096046
1060,140,141,1,-17.664745880071248,-16.679438964366824
1061,112,136,0,-21.493539735051296,-20.876155893978645
1062,73,74,1,-13.977976081580266,-13.181935916263244
1063,223,381,0,-22.90413963469169,-22.40614914002968
1064,66,69,1,-16.177331698538335,-15.456041460880572
1065,136,389,0,-23.03500560238201,-22.490819071900013
1066,144,224,0,-18.15551856504958,-17.29801451275625
1067,282,300,0,-18.987866993110345,-18.21808165789949
1068,149,224,0,-17.772359939723767,-17.070985972565147
1069,126,129,1,-12.545460068331511,-11.43708876562535
